x,y
-0.23105614702699273,-0.009141817702984056
-0.29721315306890267,0.48646192235047725
-0.3637530159704111,0.9820145902325591
-0.43029287887191947,1.4775672581146408
-0.4994226295150076,1.9727584570930354
-0.5711103977653517,2.467592635261121
-0.6427981660156957,2.9624268134292064
-0.7144859342660398,3.4572609915972916
-0.786173702516384,3.9520951697653772
-0.857861470766728,4.446929347933462
-0.9294767360055073,4.941774018977684
-1.0010200774124978,5.4366290990772255
-1.0725634188194884,5.931484179176767
-1.144106760226479,6.4263392592763084
-1.216608380831643,6.921048081548222
-1.2959386402211797,7.414714679512059
-1.3752688996107165,7.908381277475897
-1.4545991590002532,8.402047875439735
-1.5339294183897898,8.895714473403572
-1.6132596777793264,9.38938107136741
-1.6926151021796783,9.883043619953572
-1.7726635157592079,10.3765914762007
-1.8579932903718175,10.869256503947303
-1.943323064984427,11.361921531693906
-2.028652839597037,11.85458655944051
-2.1139826142096467,12.347251587187113
-2.199312388822256,12.839916614933717
-2.2846428082584658,13.332581530991556
-2.36998009649084,13.825245257317277
-2.4553173847232146,14.317908983643
-2.540654672955589,14.81057270996872
-2.6259919611879634,15.30323643629444
-2.711329249420338,15.795900162620162
-2.800535866636499,16.287854405589115
-2.8955438918453713,16.778744897599207
-2.9905519170542436,17.269635389609302
-3.0855599422631164,17.760525881619394
-3.1805679674719887,18.251416373629485
-3.275575992680861,18.742306865639577
-3.374480070905668,19.232402988312522
-3.4792426381106787,19.72130461902428
-3.584005205315689,20.210206249736036
-3.688767772520699,20.699107880447794
-3.793530339725709,21.18800951115955
-3.8982929069307195,21.676911141871308
-4.00305547413573,22.165812772583067
-4.10781804134074,22.654714403294822
-4.21258060854575,23.14361603400658
-4.31734317575076,23.632517664718335
-4.42210574295577,24.121419295430094
-4.552030581232168,24.604201564418712
-4.683486992556369,25.086611361087233
-4.81494340388057,25.569021157755753
-4.946399815204771,26.051430954424273
-5.077856226528972,26.533840751092793
-5.2093126378531736,27.016250547761313
-5.340769049177374,27.498660344429833
-5.472225460501575,27.981070141098353
-5.603681871825776,28.463479937766873
-5.735138283149977,28.945889734435394
-5.869696570310628,29.427430387093267
-6.0080412979853435,29.90791008107066
-6.1463860256600595,30.388389775048054
-6.284730753334776,30.868869469025444
-6.423075481009491,31.349349163002838
-6.561420208684207,31.82982885698023
-6.699764936358923,32.31030855095762
-6.838109664033638,32.790788244935015
-6.976454391708354,33.27126793891241
-7.11479911938307,33.7517476328898
-7.253143847057786,34.23222732686719
-7.391488574732501,34.71270702084458
-7.5298333024072175,35.19318671482198
-7.6681780300819335,35.67366640879937
-7.80652275775665,36.154146102776764
-7.963431655442675,36.62885310606336
-8.12195450629821,37.10305823652552
-8.280477357153742,37.57726336698768
-8.439000208009276,38.05146849744984
-8.597523058864809,38.525673627912
-8.756045909720344,38.99987875837416
-8.914568760575877,39.47408388883632
-9.07309161143141,39.94828901929848
-9.231614462286943,40.42249414976064
-9.390137313142478,40.8966992802228
-9.548660163998012,41.37090441068496
-9.707183014853545,41.84510954114712
-9.904816069110197,42.304196470043905
-10.106461375140727,42.76173244737886
-10.308106681171257,43.21926842471382
-10.509751987201787,43.676804402048774
-10.711397293232316,44.13434037938373
-10.913042599262846,44.591876356718686
-11.114687905293376,45.04941233405364
-11.316333211323906,45.5069483113886
-11.517978517354436,45.964484288723554
-11.719623823384964,46.42202026605851
-11.921269129415494,46.879556243393466
-12.122914435446024,47.33709222072842
-12.324559741476554,47.79462819806338
-12.535837929104721,48.24776106983408
-12.749874946029195,48.69963290496665
-12.963911962953668,49.15150474009921
-13.177948979878144,49.60337657523178
-13.391985996802617,50.05524841036434
-13.606023013727091,50.507120245496914
-13.820060030651565,50.95899208062948
-14.034097047576038,51.41086391576204
-14.248134064500512,51.86273575089461
-14.462171081424987,52.31460758602718
-14.676208098349461,52.766479421159744
-14.890245115273935,53.21835125629231
-15.104278398041007,53.67022485996056
-15.31827322321046,54.122116677546025
-15.53226804837991,54.574008495131494
-15.746262873549362,55.025900312716956
-15.960257698718813,55.477792130302426
-16.174252523888264,55.92968394788789
-16.388247349057718,56.38157576547336
-16.602242174227168,56.83346758305882
-16.81623699939662,57.28535940064429
-17.03023182456607,57.73725121822976
-17.244226649735523,58.18914303581522
-17.458221474904974,58.64103485340068
-17.67770863511201,59.090234401966015
-17.903824061125043,59.536184863473736
-18.129939487138078,59.98213532498145
-18.356054913151112,60.42808578648916
-18.582170339164144,60.87403624799688
-18.808285765177178,61.3199867095046
-19.034401191190213,61.76593717101231
-19.260516617203248,62.211887632520025
-19.48663204321628,62.65783809402774
-19.712747469229313,63.10378855553546
-19.938862895242348,63.54973901704317
-20.164978321255383,63.99568947855089
-20.38693819687953,64.44371501599898
-20.60756298896449,64.89240722800791
-20.828187781049447,65.34109944001685
-21.048812573134402,65.78979165202578
-21.26943736521936,66.2384838640347
-21.49006215730432,66.68717607604364
-21.710686949389274,67.13586828805258
-21.931311741474232,67.58456050006151
-22.151936533559187,68.03325271207045
-22.3762886745502,68.4800550103507
-22.60785931715218,68.92319724201556
-22.839429959754156,69.36633947368041
-23.071000602356136,69.80948170534526
-23.302571244958116,70.25262393701011
-23.534141887560093,70.69576616867496
-23.76571253016207,71.13890840033982
-23.99728317276405,71.58205063200468
-24.22885381536603,72.02519286366953
-24.460424457968006,72.46833509533438
-24.69712585617033,72.90871850809366
-24.939103473349782,73.34626488596022
-25.18108109052923,73.78381126382679
-25.423058707708677,74.22135764169336
-25.665036324888128,74.65890401955994
-25.907013942067575,75.09645039742651
-26.148991559247023,75.53399677529308
-26.39096917642647,75.97154315315964
-26.63294679360592,76.40908953102623
-26.87492441078537,76.8466359088928
-27.121182415932726,77.28175273209817
-27.37280230179979,77.71382614372662
-27.62442218766686,78.14589955535507
-27.876042073533927,78.57797296698351
-28.127661959400996,79.01004637861196
-28.37928184526806,79.4421197902404
-28.63090173113513,79.87419320186885
-28.882521617002197,80.3062666134973
-29.134141502869262,80.73834002512574
-29.38576138873633,81.17041343675419
-29.63961139780059,81.60117261991098
-29.895690990295233,82.0306178926848
-30.151770582789876,82.46006316545862
-30.407850175284523,82.88950843823243
-30.663929767779166,83.31895371100624
-30.92000936027381,83.74839898378006
-31.176088952768453,84.17784425655388
-31.4321685452631,84.60728952932769
-31.688248137757743,85.0367348021015
-31.944327730252386,85.46618007487533
-32.19884453198883,85.89655184771324
-32.45272935623934,86.32729828822701
-32.706614180489844,86.7580447287408
-32.96049900474035,87.18879116925457
-33.214383828990854,87.61953760976836
-33.46826865324136,88.05028405028214
-33.722153477491865,88.48103049079592
-33.97603830174237,88.9117769313097
-34.22992312599287,89.34252337182348
-34.494258756833794,89.76679382926415
-34.76697764390221,90.18586948906338
-35.03969653097063,90.60494514886261
-35.312415418039045,91.02402080866185
-35.585134305107466,91.44309646846108
-35.85785319217588,91.86217212826031
-36.1305720792443,92.28124778805955
-36.40329096631272,92.70032344785878
-36.67600985338114,93.11939910765801
-36.94872874044955,93.53847476745725
-36.95230274236661,93.54396678609818
-37.21179316021037,93.97135972362437
-37.47128357805413,94.39875266115058
-37.730773995897884,94.82614559867677
-37.99026441374164,95.25353853620297
-38.24976992721667,95.68092230772119
-38.509290876460234,96.10829670670144
-38.77138688033135,96.53406525247286
-39.04098469364685,96.95515552670808
-39.31058250696234,97.37624580094331
-39.58018032027784,97.79733607517855
-39.84977813359333,98.21842634941378
-40.11937594690883,98.63951662364902
-40.38897983784928,99.06060300651703
-40.65860157129684,99.48167796522715
-40.92822330474441,99.90275292393727
-41.2006322823701,100.3220270530487
-41.47368760914422,100.74088357803105
-41.746742935918334,101.15974010301339
-42.01979826269245,101.57859662799572
-42.29285358946656,101.99745315297807
