x,y
-7.219121821291746,-0.0416242710443947
-7.286584764722347,0.4538035756332819
-7.361203091094479,0.9481960569680803
-7.436941136530866,1.4424265178600368
-7.502597065722017,1.9380562412127422
-7.5700735812730375,2.433390028593394
-7.653080330751954,2.9264517686837648
-7.73608708023087,3.419513508774135
-7.819093829709787,3.9125752488645062
-7.902100579188703,4.4056369889548765
-7.985107328667619,4.898698729045248
-8.068035875070649,5.391773610885673
-8.150751895519836,5.884884206960275
-8.233951801321716,6.3779114238979915
-8.321043374462251,6.87026806078624
-8.408134947602784,7.362624697674489
-8.49522652074332,7.854981334562738
-8.582318093883854,8.347337971450987
-8.670981929945842,8.839413411733233
-8.759944828884604,9.331435365117848
-8.84695384352008,9.823787866938295
-8.924785189310263,10.317693001161953
-9.005906120658162,10.8110133541205
-9.103064536133337,11.301482764280149
-9.200222951608511,11.791952174439796
-9.297381367083686,12.282421584599444
-9.39453978255886,12.772890994759093
-9.491698198034035,13.26336040491874
-9.588871895307193,13.753826786398049
-9.68612095177612,14.24427823253304
-9.783370008245047,14.73472967866803
-9.882626118104092,15.22476997243592
-9.986059163466916,15.713954605398744
-10.089492208829741,16.20313923836157
-10.192925254192565,16.69232387132439
-10.298281256533103,17.181095738073036
-10.404718533124049,17.6696355073364
-10.511155809714992,18.158175276599767
-10.6224551033161,18.645618984717277
-10.735926726268037,19.13257297718952
-10.849730380665315,19.61944942110148
-10.96369571009485,20.106288104535754
-11.077661039524383,20.59312678797003
-11.191626368953917,21.079965471404304
-11.305591698383452,21.56680415483858
-11.419557027812985,22.05364283827285
-11.533704117834132,22.540438919520675
-11.647940500307167,23.02721407184408
-11.762947962354652,23.513799329272967
-11.887823949143655,23.99795425068085
-12.012699935932659,24.48210917208873
-12.137575922721663,24.966264093496612
-12.262630867343198,25.450372790288966
-12.387845665796872,25.934440197008534
-12.513060464250549,26.4185076037281
-12.646308199844682,26.900396860943697
-12.782777897106751,27.38141247579336
-12.916669030801541,27.863148516672396
-13.049282669616437,28.345241477417805
-13.18189630843133,28.82733443816321
-13.314509947246226,29.309427398908618
-13.447123586061121,29.791520359654026
-13.579737224876014,30.273613320399434
-13.712471441175921,30.755673088499705
-13.845265807606706,31.23771629843451
-13.978060174037491,31.71975950836931
-14.118106674314312,32.19972831325111
-14.260310348110798,32.679080078824974
-14.402514021907283,33.15843184439884
-14.544717695703769,33.63778360997271
-14.687197654672822,34.117052935334485
-14.830924137235263,34.595950312869824
-14.974650619797703,35.07484769040517
-15.118377102360144,35.55374506794051
-15.26222930456333,36.032604664482925
-15.406305623988297,36.51139690980542
-15.550381943413264,36.99018915512791
-15.694458262838229,37.4689814004504
-15.838534582263195,37.9477736457729
-15.982610901688162,38.42656589109539
-16.126645132175312,38.905370796008945
-16.270603568525207,39.38419849842777
-16.414562004875098,39.8630262008466
-16.561831401650217,40.340828654832706
-16.713659169747825,40.81721959600865
-16.86548693784543,41.29361053718459
-17.017314705943036,41.770001478360534
-17.169432971155604,42.24629972172097
-17.321603600239882,42.72258125573641
-17.473774229324164,43.19886278975184
-17.625944858408445,43.67514432376728
-17.78070745053383,44.150566417717116
-17.943246604054426,44.62340996855905
-18.105785757575028,45.09625351940098
-18.268324911095625,45.56909707024291
-18.430864064616227,46.04194062108485
-18.593403218136825,46.51478417192678
-18.75592558444105,46.98763349199974
-18.91839694286681,47.46050034185421
-19.08086830129257,47.933367191708676
-19.246531578447048,48.40511767629796
-19.41419322624993,48.876169235955736
-19.58185487405282,49.34722079561351
-19.749516521855703,49.81827235527128
-19.91717816965859,50.28932391492906
-20.08483981746148,50.76037547458683
-20.259284860441273,51.22895555319622
